Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Population Size by Broad Age (000's)"
"De facto population in a country or region, classified by sex and by broad age groups. Available by level of educational attainment, in all scenarios, and at all geographical scales. Figures are presented in thousands. <br><br> Source for 1950 to 2015: <a href=""http://esa.un.org/wpp/documentation/WPP%202010%20publications.htm"">UN Population Division, World Population Prospects 2017</a>"
"Multiple Scenarios"
" "
"Scenario","Area","Year","Age","Sex","Population"
"SSP2","Fiji",2100,"15+","Female",257.6
"SSP2","Finland",2015,"15+","Female",2345
"SSP2","Finland",2020,"15+","Female",2352.4
"SSP2","Finland",2030,"15+","Female",2383.4
"SSP2","Finland",2050,"15+","Female",2398
"SSP2","Finland",2100,"15+","Female",2612.2
"SSP2","France",2015,"15+","Female",27040.7
"SSP2","France",2020,"15+","Female",27702.8
"SSP2","France",2030,"15+","Female",29138.6
"SSP2","France",2050,"15+","Female",31578.1
"SSP2","France",2100,"15+","Female",37804.3
"SSP2","French Guiana",2015,"15+","Female",89.8
"SSP2","French Guiana",2020,"15+","Female",104.9
"SSP2","French Guiana",2030,"15+","Female",139
"SSP2","French Guiana",2050,"15+","Female",201.3
"SSP2","French Guiana",2100,"15+","Female",308.7
"SSP2","French Polynesia",2015,"15+","Female",103.6
"SSP2","French Polynesia",2020,"15+","Female",111.7
"SSP2","French Polynesia",2030,"15+","Female",125.2
"SSP2","French Polynesia",2050,"15+","Female",145.8
"SSP2","French Polynesia",2100,"15+","Female",160.1
"SSP2","Gabon",2015,"15+","Female",596.3
"SSP2","Gabon",2020,"15+","Female",673.5
"SSP2","Gabon",2030,"15+","Female",871
"SSP2","Gabon",2050,"15+","Female",1218.4
"SSP2","Gabon",2100,"15+","Female",1528.8
"SSP2","Gambia",2015,"15+","Female",551.2
"SSP2","Gambia",2020,"15+","Female",653.2
"SSP2","Gambia",2030,"15+","Female",908.7
"SSP2","Gambia",2050,"15+","Female",1393.3
"SSP2","Gambia",2100,"15+","Female",1905.5
"SSP2","Georgia",2015,"15+","Female",1714.5
"SSP2","Georgia",2020,"15+","Female",1618.4
"SSP2","Georgia",2030,"15+","Female",1498.8
"SSP2","Georgia",2050,"15+","Female",1195.3
"SSP2","Georgia",2100,"15+","Female",693
"SSP2","Germany",2015,"15+","Female",36304.2
"SSP2","Germany",2020,"15+","Female",36075
"SSP2","Germany",2030,"15+","Female",35715.8
"SSP2","Germany",2050,"15+","Female",35584.8
"SSP2","Germany",2100,"15+","Female",36881.2
"SSP2","Ghana",2015,"15+","Female",8622.3
"SSP2","Ghana",2020,"15+","Female",9734.3
"SSP2","Ghana",2030,"15+","Female",12423.5
"SSP2","Ghana",2050,"15+","Female",17871
"SSP2","Ghana",2100,"15+","Female",26039.4
"SSP2","Greece",2015,"15+","Female",4901.8
"SSP2","Greece",2020,"15+","Female",4907.2
"SSP2","Greece",2030,"15+","Female",4924.6
"SSP2","Greece",2050,"15+","Female",4857.3
"SSP2","Greece",2100,"15+","Female",4712.8
"SSP2","Grenada",2015,"15+","Female",39.5
"SSP2","Grenada",2020,"15+","Female",39
"SSP2","Grenada",2030,"15+","Female",38.7
"SSP2","Grenada",2050,"15+","Female",34.9
"SSP2","Grenada",2100,"15+","Female",15.3
"SSP2","Guadeloupe",2015,"15+","Female",198.5
"SSP2","Guadeloupe",2020,"15+","Female",202.9
"SSP2","Guadeloupe",2030,"15+","Female",205
"SSP2","Guadeloupe",2050,"15+","Female",198.8
"SSP2","Guadeloupe",2100,"15+","Female",175.4
"SSP2","Guam",2015,"15+","Female",59.8
"SSP2","Guam",2020,"15+","Female",63.6
"SSP2","Guam",2030,"15+","Female",69.8
"SSP2","Guam",2050,"15+","Female",77.2
"SSP2","Guam",2100,"15+","Female",74.6
"SSP2","Guatemala",2015,"15+","Female",5376.2
"SSP2","Guatemala",2020,"15+","Female",6113
"SSP2","Guatemala",2030,"15+","Female",7486.1
"SSP2","Guatemala",2050,"15+","Female",10052.4
"SSP2","Guatemala",2100,"15+","Female",11626.9
"SSP2","Guinea",2015,"15+","Female",3470
"SSP2","Guinea",2020,"15+","Female",4000.7
"SSP2","Guinea",2030,"15+","Female",5263.6
"SSP2","Guinea",2050,"15+","Female",7860.9
"SSP2","Guinea",2100,"15+","Female",10448
"SSP2","Guinea-Bissau",2015,"15+","Female",531.8
"SSP2","Guinea-Bissau",2020,"15+","Female",597.7
"SSP2","Guinea-Bissau",2030,"15+","Female",761.8
"SSP2","Guinea-Bissau",2050,"15+","Female",1059.1
"SSP2","Guinea-Bissau",2100,"15+","Female",1182.6
"SSP2","Guyana",2015,"15+","Female",269.8
"SSP2","Guyana",2020,"15+","Female",272
"SSP2","Guyana",2030,"15+","Female",265.1
"SSP2","Guyana",2050,"15+","Female",229.7
"SSP2","Guyana",2100,"15+","Female",91.9
"SSP2","Haiti",2015,"15+","Female",3636.1
"SSP2","Haiti",2020,"15+","Female",3993.2
"SSP2","Haiti",2030,"15+","Female",4672
"SSP2","Haiti",2050,"15+","Female",5545.9
"SSP2","Haiti",2100,"15+","Female",4516.5
"SSP2","Honduras",2015,"15+","Female",3043.4
"SSP2","Honduras",2020,"15+","Female",3440.5
"SSP2","Honduras",2030,"15+","Female",4144.5
"SSP2","Honduras",2050,"15+","Female",5371
"SSP2","Honduras",2100,"15+","Female",5947.6
"SSP2","Hong Kong Special Administrative Region of China",2015,"15+","Female",3504.1
"SSP2","Hong Kong Special Administrative Region of China",2020,"15+","Female",3600.6
"SSP2","Hong Kong Special Administrative Region of China",2030,"15+","Female",3812.2
"SSP2","Hong Kong Special Administrative Region of China",2050,"15+","Female",4219.8
"SSP2","Hong Kong Special Administrative Region of China",2100,"15+","Female",4630.5
"SSP2","Hungary",2015,"15+","Female",4445.6
"SSP2","Hungary",2020,"15+","Female",4368.4
"SSP2","Hungary",2030,"15+","Female",4220.1
"SSP2","Hungary",2050,"15+","Female",3848.6
"SSP2","Hungary",2100,"15+","Female",3192
"SSP2","Iceland",2015,"15+","Female",131.7
"SSP2","Iceland",2020,"15+","Female",137
"SSP2","Iceland",2030,"15+","Female",148.5
"SSP2","Iceland",2050,"15+","Female",165.3
"SSP2","Iceland",2100,"15+","Female",189.5
"SSP2","India",2015,"15+","Female",453136.2
"SSP2","India",2020,"15+","Female",493512
"SSP2","India",2030,"15+","Female",563827.3
"SSP2","India",2050,"15+","Female",656914.6
"SSP2","India",2100,"15+","Female",630883.4
"SSP2","Indonesia",2015,"15+","Female",93039.1
"SSP2","Indonesia",2020,"15+","Female",100374.6
"SSP2","Indonesia",2030,"15+","Female",114333.7
"SSP2","Indonesia",2050,"15+","Female",129664.9
"SSP2","Indonesia",2100,"15+","Female",115218.9
"SSP2","Iran (Islamic Republic of)",2015,"15+","Female",30241.6
"SSP2","Iran (Islamic Republic of)",2020,"15+","Female",32130
"SSP2","Iran (Islamic Republic of)",2030,"15+","Female",36979.8
"SSP2","Iran (Islamic Republic of)",2050,"15+","Female",42300.6
"SSP2","Iran (Islamic Republic of)",2100,"15+","Female",36773.8
"SSP2","Iraq",2015,"15+","Female",10709.7
"SSP2","Iraq",2020,"15+","Female",12375.9
"SSP2","Iraq",2030,"15+","Female",16529.4
"SSP2","Iraq",2050,"15+","Female",25361.2
"SSP2","Iraq",2100,"15+","Female",38889.9
"SSP2","Ireland",2015,"15+","Female",1871.4
"SSP2","Ireland",2020,"15+","Female",1953.1
"SSP2","Ireland",2030,"15+","Female",2148.9
"SSP2","Ireland",2050,"15+","Female",2358.6
"SSP2","Ireland",2100,"15+","Female",2674.1
"SSP2","Israel",2015,"15+","Female",2971.5
"SSP2","Israel",2020,"15+","Female",3254.2
"SSP2","Israel",2030,"15+","Female",3935.6
"SSP2","Israel",2050,"15+","Female",5403.9
"SSP2","Israel",2100,"15+","Female",9503.8
"SSP2","Italy",2015,"15+","Female",26574.9
"SSP2","Italy",2020,"15+","Female",26425.5
"SSP2","Italy",2030,"15+","Female",26116.6
"SSP2","Italy",2050,"15+","Female",24939.4
"SSP2","Italy",2100,"15+","Female",22861.7
"SSP2","Jamaica",2015,"15+","Female",1113.3
"SSP2","Jamaica",2020,"15+","Female",1142
"SSP2","Jamaica",2030,"15+","Female",1155.5
"SSP2","Jamaica",2050,"15+","Female",1127.3
"SSP2","Jamaica",2100,"15+","Female",603.2
"SSP2","Japan",2015,"15+","Female",57353.8
"SSP2","Japan",2020,"15+","Female",56885.1
"SSP2","Japan",2030,"15+","Female",55389.2
"SSP2","Japan",2050,"15+","Female",49566.5
"SSP2","Japan",2100,"15+","Female",36130.6
"SSP2","Jordan",2015,"15+","Female",2892.4
"SSP2","Jordan",2020,"15+","Female",3401.5
"SSP2","Jordan",2030,"15+","Female",4550.4
"SSP2","Jordan",2050,"15+","Female",6732.3
"SSP2","Jordan",2100,"15+","Female",9819.4
"SSP2","Kazakhstan",2015,"15+","Female",6842.6
"SSP2","Kazakhstan",2020,"15+","Female",6923.2
"SSP2","Kazakhstan",2030,"15+","Female",7663.9
"SSP2","Kazakhstan",2050,"15+","Female",8123.6
"SSP2","Kazakhstan",2100,"15+","Female",7211
"SSP2","Kenya",2015,"15+","Female",14077.8
"SSP2","Kenya",2020,"15+","Female",16552.8
"SSP2","Kenya",2030,"15+","Female",22087.7
"SSP2","Kenya",2050,"15+","Female",33540.6
"SSP2","Kenya",2100,"15+","Female",48528.8
"SSP2","Kiribati",2015,"15+","Female",37.8
"SSP2","Kiribati",2020,"15+","Female",40.8
"SSP2","Kiribati",2030,"15+","Female",49.2
"SSP2","Kiribati",2050,"15+","Female",62.9
"SSP2","Kiribati",2100,"15+","Female",68.5
"SSP2","Kuwait",2015,"15+","Female",1278.4
"SSP2","Kuwait",2020,"15+","Female",1408
"SSP2","Kuwait",2030,"15+","Female",1721.8
"SSP2","Kuwait",2050,"15+","Female",2157.9
"SSP2","Kuwait",2100,"15+","Female",2505.7
"SSP2","Kyrgyzstan",2015,"15+","Female",2065.8
"SSP2","Kyrgyzstan",2020,"15+","Female",2195.5
"SSP2","Kyrgyzstan",2030,"15+","Female",2613.9
"SSP2","Kyrgyzstan",2050,"15+","Female",3146.2
"SSP2","Kyrgyzstan",2100,"15+","Female",3084.5
"SSP2","Lao People's Democratic Republic",2015,"15+","Female",2241.4
"SSP2","Lao People's Democratic Republic",2020,"15+","Female",2474.7
"SSP2","Lao People's Democratic Republic",2030,"15+","Female",2940.2
"SSP2","Lao People's Democratic Republic",2050,"15+","Female",3610.3
"SSP2","Lao People's Democratic Republic",2100,"15+","Female",3427.2
"SSP2","Latvia",2015,"15+","Female",931.1
"SSP2","Latvia",2020,"15+","Female",894.8
"SSP2","Latvia",2030,"15+","Female",846.8
"SSP2","Latvia",2050,"15+","Female",761.9
"SSP2","Latvia",2100,"15+","Female",702
"SSP2","Lebanon",2015,"15+","Female",2208.3
"SSP2","Lebanon",2020,"15+","Female",2453.7
"SSP2","Lebanon",2030,"15+","Female",2865.7
"SSP2","Lebanon",2050,"15+","Female",3575.4
"SSP2","Lebanon",2100,"15+","Female",3842.8
"SSP2","Lesotho",2015,"15+","Female",734.5
"SSP2","Lesotho",2020,"15+","Female",783.7
"SSP2","Lesotho",2030,"15+","Female",884
"SSP2","Lesotho",2050,"15+","Female",1043.3
"SSP2","Lesotho",2100,"15+","Female",949
"SSP2","Liberia",2015,"15+","Female",1297.6
"SSP2","Liberia",2020,"15+","Female",1512
"SSP2","Liberia",2030,"15+","Female",1998.5
"SSP2","Liberia",2050,"15+","Female",3002
"SSP2","Liberia",2100,"15+","Female",4094.1
"SSP2","Libyan Arab Jamahiriya",2015,"15+","Female",2217.8
"SSP2","Libyan Arab Jamahiriya",2020,"15+","Female",2411.9
"SSP2","Libyan Arab Jamahiriya",2030,"15+","Female",2832.2
"SSP2","Libyan Arab Jamahiriya",2050,"15+","Female",3412.5
"SSP2","Libyan Arab Jamahiriya",2100,"15+","Female",3465.6
"SSP2","Lithuania",2015,"15+","Female",1372.9
"SSP2","Lithuania",2020,"15+","Female",1317.3
"SSP2","Lithuania",2030,"15+","Female",1225.2
"SSP2","Lithuania",2050,"15+","Female",1063.2
"SSP2","Lithuania",2100,"15+","Female",754.5
"SSP2","Luxembourg",2015,"15+","Female",237.2
"SSP2","Luxembourg",2020,"15+","Female",249.8
"SSP2","Luxembourg",2030,"15+","Female",277.1
"SSP2","Luxembourg",2050,"15+","Female",339.4
"SSP2","Luxembourg",2100,"15+","Female",483.7
"SSP2","Macao Special Administrative Region of China",2015,"15+","Female",276.6
"SSP2","Macao Special Administrative Region of China",2020,"15+","Female",291.3
"SSP2","Macao Special Administrative Region of China",2030,"15+","Female",331.3
"SSP2","Macao Special Administrative Region of China",2050,"15+","Female",398.6
"SSP2","Macao Special Administrative Region of China",2100,"15+","Female",462.2
"SSP2","Madagascar",2015,"15+","Female",7147.3
"SSP2","Madagascar",2020,"15+","Female",8384.9
"SSP2","Madagascar",2030,"15+","Female",11179.8
"SSP2","Madagascar",2050,"15+","Female",17157.8
"SSP2","Madagascar",2100,"15+","Female",25867.3
"SSP2","Malawi",2015,"15+","Female",4974.4
"SSP2","Malawi",2020,"15+","Female",5906.8
"SSP2","Malawi",2030,"15+","Female",8118.3
"SSP2","Malawi",2050,"15+","Female",14202.8
"SSP2","Malawi",2100,"15+","Female",27828.1
"SSP2","Malaysia",2015,"15+","Female",11123.5
"SSP2","Malaysia",2020,"15+","Female",12155.6
"SSP2","Malaysia",2030,"15+","Female",14012.4
"SSP2","Malaysia",2050,"15+","Female",17659.6
"SSP2","Malaysia",2100,"15+","Female",20588.4
"SSP2","Maldives",2015,"15+","Female",134
"SSP2","Maldives",2020,"15+","Female",144.7
"SSP2","Maldives",2030,"15+","Female",172.1
"SSP2","Maldives",2050,"15+","Female",212.2
"SSP2","Maldives",2100,"15+","Female",219.3
"SSP2","Mali",2015,"15+","Female",4616.8
"SSP2","Mali",2020,"15+","Female",5450.3
"SSP2","Mali",2030,"15+","Female",7626.1
"SSP2","Mali",2050,"15+","Female",12562.7
"SSP2","Mali",2100,"15+","Female",19493.1
"SSP2","Malta",2015,"15+","Female",183.4
"SSP2","Malta",2020,"15+","Female",183.3
"SSP2","Malta",2030,"15+","Female",182.1
"SSP2","Malta",2050,"15+","Female",174
"SSP2","Malta",2100,"15+","Female",145.9
"SSP2","Martinique",2015,"15+","Female",174.9
"SSP2","Martinique",2020,"15+","Female",175.9
"SSP2","Martinique",2030,"15+","Female",173.5
"SSP2","Martinique",2050,"15+","Female",157.4
"SSP2","Martinique",2100,"15+","Female",118.7
"SSP2","Mauritania",2015,"15+","Female",1248.2
"SSP2","Mauritania",2020,"15+","Female",1436.8
"SSP2","Mauritania",2030,"15+","Female",1891.8
"SSP2","Mauritania",2050,"15+","Female",2757.1
"SSP2","Mauritania",2100,"15+","Female",3724.2
"SSP2","Mauritius",2015,"15+","Female",515.9
"SSP2","Mauritius",2020,"15+","Female",531.2
"SSP2","Mauritius",2030,"15+","Female",534
"SSP2","Mauritius",2050,"15+","Female",500.3
"SSP2","Mauritius",2100,"15+","Female",334.8
"SSP2","Mayotte",2015,"15+","Female",72.8
"SSP2","Mayotte",2020,"15+","Female",87.4
"SSP2","Mayotte",2030,"15+","Female",121.6
"SSP2","Mayotte",2050,"15+","Female",188.2
"SSP2","Mayotte",2100,"15+","Female",300.8
"SSP2","Mexico",2015,"15+","Female",46316.3
"SSP2","Mexico",2020,"15+","Female",50155.6
"SSP2","Mexico",2030,"15+","Female",56999.6
"SSP2","Mexico",2050,"15+","Female",66969.2
"SSP2","Mexico",2100,"15+","Female",63035.7
"SSP2","Micronesia (Federated States of)",2015,"15+","Female",33.8
"SSP2","Micronesia (Federated States of)",2020,"15+","Female",36.3
"SSP2","Micronesia (Federated States of)",2030,"15+","Female",39.6
"SSP2","Micronesia (Federated States of)",2050,"15+","Female",43.8
"SSP2","Micronesia (Federated States of)",2100,"15+","Female",28.7
"SSP2","Mongolia",2015,"15+","Female",1079.4
"SSP2","Mongolia",2020,"15+","Female",1143.2
"SSP2","Mongolia",2030,"15+","Female",1348
"SSP2","Mongolia",2050,"15+","Female",1587.7
"SSP2","Mongolia",2100,"15+","Female",1585.4
"SSP2","Montenegro",2015,"15+","Female",262.6
"SSP2","Montenegro",2020,"15+","Female",264.7
"SSP2","Montenegro",2030,"15+","Female",268.3
"SSP2","Montenegro",2050,"15+","Female",262.3
"SSP2","Montenegro",2100,"15+","Female",226.6
"SSP2","Morocco",2015,"15+","Female",12892.5
"SSP2","Morocco",2020,"15+","Female",13802.3
"SSP2","Morocco",2030,"15+","Female",15699.4
"SSP2","Morocco",2050,"15+","Female",17768.6
"SSP2","Morocco",2100,"15+","Female",15404.8
"SSP2","Mozambique",2015,"15+","Female",8047
"SSP2","Mozambique",2020,"15+","Female",9424.2
"SSP2","Mozambique",2030,"15+","Female",12772.9
"SSP2","Mozambique",2050,"15+","Female",19211.1
"SSP2","Mozambique",2100,"15+","Female",25448
"SSP2","Myanmar",2015,"15+","Female",19551.4
"SSP2","Myanmar",2020,"15+","Female",21031.9
"SSP2","Myanmar",2030,"15+","Female",23101.6
"SSP2","Myanmar",2050,"15+","Female",24397.9
"SSP2","Myanmar",2100,"15+","Female",18192.4
"SSP2","Namibia",2015,"15+","Female",799.2
"SSP2","Namibia",2020,"15+","Female",900.3
"SSP2","Namibia",2030,"15+","Female",1123.7
"SSP2","Namibia",2050,"15+","Female",1517.5
"SSP2","Namibia",2100,"15+","Female",1705.8
"SSP2","Nepal",2015,"15+","Female",10211.8
"SSP2","Nepal",2020,"15+","Female",11414.2
"SSP2","Nepal",2030,"15+","Female",13286.9
"SSP2","Nepal",2050,"15+","Female",16515.3
"SSP2","Nepal",2100,"15+","Female",16896.6
"SSP2","Netherlands",2015,"15+","Female",7137.7
"SSP2","Netherlands",2020,"15+","Female",7300
"SSP2","Netherlands",2030,"15+","Female",7544.6
"SSP2","Netherlands",2050,"15+","Female",7886.1
"SSP2","Netherlands",2100,"15+","Female",8653.8
"SSP2","New Caledonia",2015,"15+","Female",103.4
"SSP2","New Caledonia",2020,"15+","Female",110.6
"SSP2","New Caledonia",2030,"15+","Female",124.9
"SSP2","New Caledonia",2050,"15+","Female",147.7
"SSP2","New Caledonia",2100,"15+","Female",175.5
"SSP2","New Zealand",2015,"15+","Female",1897.3
"SSP2","New Zealand",2020,"15+","Female",1983.5
"SSP2","New Zealand",2030,"15+","Female",2168.5
"SSP2","New Zealand",2050,"15+","Female",2455.8
"SSP2","New Zealand",2100,"15+","Female",2976
"SSP2","Nicaragua",2015,"15+","Female",2195.7
"SSP2","Nicaragua",2020,"15+","Female",2387.4
"SSP2","Nicaragua",2030,"15+","Female",2740.4
"SSP2","Nicaragua",2050,"15+","Female",3200.7
"SSP2","Nicaragua",2100,"15+","Female",2686
"SSP2","Niger",2015,"15+","Female",5035
"SSP2","Niger",2020,"15+","Female",6106.4
"SSP2","Niger",2030,"15+","Female",9030.6
"SSP2","Niger",2050,"15+","Female",17808.7
"SSP2","Niger",2100,"15+","Female",45618.1
"SSP2","Nigeria",2015,"15+","Female",50327.7
"SSP2","Nigeria",2020,"15+","Female",57957.2
"SSP2","Nigeria",2030,"15+","Female",77101.5
"SSP2","Nigeria",2050,"15+","Female",124338.6
"SSP2","Nigeria",2100,"15+","Female",243219
"SSP2","Norway",2015,"15+","Female",2126.2
"SSP2","Norway",2020,"15+","Female",2194.1
"SSP2","Norway",2030,"15+","Female",2353.8
"SSP2","Norway",2050,"15+","Female",2657.5
"SSP2","Norway",2100,"15+","Female",3396.2
"SSP2","Occupied Palestinian Territory",2015,"15+","Female",1382.1
"SSP2","Occupied Palestinian Territory",2020,"15+","Female",1592.6
"SSP2","Occupied Palestinian Territory",2030,"15+","Female",2077.5
"SSP2","Occupied Palestinian Territory",2050,"15+","Female",3001.5
"SSP2","Occupied Palestinian Territory",2100,"15+","Female",3680.2
"SSP2","Oman",2015,"15+","Female",1019.9
"SSP2","Oman",2020,"15+","Female",1121.7
"SSP2","Oman",2030,"15+","Female",1405.8
"SSP2","Oman",2050,"15+","Female",1847.3
"SSP2","Oman",2100,"15+","Female",2018.3
"SSP2","Pakistan",2015,"15+","Female",60200.8
"SSP2","Pakistan",2020,"15+","Female",67270.6
"SSP2","Pakistan",2030,"15+","Female",83974.5
"SSP2","Pakistan",2050,"15+","Female",114724.3
"SSP2","Pakistan",2100,"15+","Female",146925.5
"SSP2","Panama",2015,"15+","Female",1437.3
"SSP2","Panama",2020,"15+","Female",1568.9
"SSP2","Panama",2030,"15+","Female",1836.9
"SSP2","Panama",2050,"15+","Female",2251.1
"SSP2","Panama",2100,"15+","Female",2468.9
"SSP2","Papua New Guinea",2015,"15+","Female",2487.8
"SSP2","Papua New Guinea",2020,"15+","Female",2823.3
"SSP2","Papua New Guinea",2030,"15+","Female",3530.2
"SSP2","Papua New Guinea",2050,"15+","Female",4712.4
"SSP2","Papua New Guinea",2100,"15+","Female",5437
"SSP2","Paraguay",2015,"15+","Female",2288.6
"SSP2","Paraguay",2020,"15+","Female",2505.3
"SSP2","Paraguay",2030,"15+","Female",2914.5
"SSP2","Paraguay",2050,"15+","Female",3574
"SSP2","Paraguay",2100,"15+","Female",3613.7
"SSP2","Peru",2015,"15+","Female",11419.7
"SSP2","Peru",2020,"15+","Female",12317.9
"SSP2","Peru",2030,"15+","Female",14071.8
"SSP2","Peru",2050,"15+","Female",16469.4
"SSP2","Peru",2100,"15+","Female",15704.7
"SSP2","Philippines",2015,"15+","Female",34540.3
"SSP2","Philippines",2020,"15+","Female",38047.7
"SSP2","Philippines",2030,"15+","Female",45296.4
"SSP2","Philippines",2050,"15+","Female",57519.1
"SSP2","Philippines",2100,"15+","Female",65714.1
"SSP2","Poland",2015,"15+","Female",17008.4
"SSP2","Poland",2020,"15+","Female",16844.5
"SSP2","Poland",2030,"15+","Female",16626.8
"SSP2","Poland",2050,"15+","Female",15308.4
"SSP2","Poland",2100,"15+","Female",11310.8
"SSP2","Portugal",2015,"15+","Female",4766.5
"SSP2","Portugal",2020,"15+","Female",4718.9
"SSP2","Portugal",2030,"15+","Female",4564
"SSP2","Portugal",2050,"15+","Female",4134.5
"SSP2","Portugal",2100,"15+","Female",3348.6
"SSP2","Puerto Rico",2015,"15+","Female",1578.5
"SSP2","Puerto Rico",2020,"15+","Female",1598.2
"SSP2","Puerto Rico",2030,"15+","Female",1597.1
"SSP2","Puerto Rico",2050,"15+","Female",1491.7
"SSP2","Puerto Rico",2100,"15+","Female",977.5
"SSP2","Qatar",2015,"15+","Female",443.5
"SSP2","Qatar",2020,"15+","Female",512.8
"SSP2","Qatar",2030,"15+","Female",679.6
"SSP2","Qatar",2050,"15+","Female",968.7
"SSP2","Qatar",2100,"15+","Female",1350.4
"SSP2","Republic of Korea",2015,"15+","Female",21884.2
"SSP2","Republic of Korea",2020,"15+","Female",22374
"SSP2","Republic of Korea",2030,"15+","Female",22855.5
"SSP2","Republic of Korea",2050,"15+","Female",22185.8
"SSP2","Republic of Korea",2100,"15+","Female",15033.8
"SSP2","Republic of Moldova",2015,"15+","Female",1802.6
"SSP2","Republic of Moldova",2020,"15+","Female",1782.5
"SSP2","Republic of Moldova",2030,"15+","Female",1759
"SSP2","Republic of Moldova",2050,"15+","Female",1611.1
"SSP2","Republic of Moldova",2100,"15+","Female",1154.1
"SSP2","Reunion",2015,"15+","Female",342.2
"SSP2","Reunion",2020,"15+","Female",364.5
"SSP2","Reunion",2030,"15+","Female",402.5
"SSP2","Reunion",2050,"15+","Female",452.1
"SSP2","Reunion",2100,"15+","Female",483.4
"SSP2","Romania",2015,"15+","Female",8751.6
"SSP2","Romania",2020,"15+","Female",8509.5
"SSP2","Romania",2030,"15+","Female",8014
"SSP2","Romania",2050,"15+","Female",6700.4
"SSP2","Romania",2100,"15+","Female",3560.9
"SSP2","Russian Federation",2015,"15+","Female",65240.1
"SSP2","Russian Federation",2020,"15+","Female",64245.2
"SSP2","Russian Federation",2030,"15+","Female",64343.6
"SSP2","Russian Federation",2050,"15+","Female",61218.9
"SSP2","Russian Federation",2100,"15+","Female",58971
"SSP2","Rwanda",2015,"15+","Female",3552.6
